polling_station_number,parlament_voters,Oppobloc,Strength and Honor,Fatherland,OP for Life,European Solidarity,Ukrainian Strategy,Servant of the People,Radical Party,Party of Shariy,Voice,Freedom,Other parties,district_number
710045,364,2,10,29,10,12,2,192,64,1,8,6,28,195
710046,311,29,12,31,10,19,4,144,46,0,0,4,12,195
710047,133,43,2,20,4,3,2,35,16,0,1,1,6,195
710048,668,11,22,75,28,17,19,373,60,11,17,15,20,195
710049,317,10,14,27,16,18,9,193,22,0,2,0,6,195
710050,179,2,9,29,15,4,4,67,34,7,2,0,6,195
710051,236,3,9,25,8,17,7,119,36,1,1,2,8,195
710052,329,8,30,44,12,4,6,167,37,0,8,5,8,195
710053,344,14,11,8,19,5,5,202,50,0,14,4,12,195
710054,279,4,15,34,15,18,5,144,24,3,11,0,6,195
710055,157,7,8,19,3,8,4,79,16,1,5,1,6,195
710056,291,1,13,29,15,12,5,151,40,1,6,6,12,195
710057,142,0,2,11,16,5,2,72,22,2,6,0,4,195
710058,190,1,12,9,6,1,0,101,44,1,3,3,9,195
710059,226,7,15,22,8,9,4,120,27,0,5,3,6,195
710060,92,0,2,14,2,1,3,48,17,0,0,4,1,195
710061,138,3,8,16,6,3,3,78,12,0,3,0,6,195
710062,263,7,19,22,22,8,8,123,34,0,5,2,13,195
710063,516,9,36,47,23,32,4,315,28,0,8,7,7,195
710064,174,1,1,18,6,13,0,75,55,0,0,2,3,195
710065,434,8,28,38,18,17,1,253,39,3,7,5,17,195
710066,115,3,5,7,7,6,4,68,9,0,3,0,3,195
710067,270,11,14,13,19,9,4,141,32,10,1,11,5,195
710068,401,8,19,65,10,15,9,186,63,3,5,5,13,195
710069,125,3,2,7,5,6,1,70,22,0,0,7,2,195
710070,194,5,4,18,12,6,0,119,24,2,1,0,3,195
710071,351,18,9,27,25,16,6,177,51,1,9,2,10,195
710072,359,8,29,53,11,18,8,171,35,0,9,4,13,195
710073,181,1,4,17,4,7,4,113,16,1,1,3,10,195
710074,136,3,3,16,2,2,0,60,42,0,3,0,5,195
710075,324,4,8,23,12,14,6,166,65,0,12,3,11,195
710076,267,12,8,21,33,20,4,124,38,1,2,0,4,195
710077,365,1,13,35,17,3,2,217,51,1,7,2,16,195
710078,1036,15,77,84,79,71,26,521,49,11,46,23,34,195
710079,816,7,35,91,73,45,11,401,70,5,22,17,39,195
710080,493,6,22,59,23,23,8,281,30,6,20,6,9,195
710081,238,3,4,14,11,6,4,125,49,2,4,9,7,195
710082,917,11,52,100,45,58,13,492,74,3,23,11,35,195
710083,107,1,5,4,2,1,4,67,11,0,2,2,8,195
710738,719,8,64,67,34,32,26,368,61,0,21,8,30,195
710739,253,5,1,18,16,3,17,133,29,1,2,4,24,195
710740,75,3,4,3,6,1,0,45,7,0,0,0,6,195
710741,393,5,11,22,23,15,15,219,42,3,9,15,14,195
710742,421,7,16,29,32,17,9,215,44,0,15,9,28,195
710743,96,2,4,17,8,3,1,40,12,2,1,2,4,195
710744,253,4,4,10,16,5,2,150,37,2,5,5,13,195
710745,232,4,7,13,6,9,9,135,36,0,3,1,9,195
710746,266,0,23,6,11,4,12,153,38,5,0,5,9,195
710747,504,15,21,45,23,19,19,242,58,1,15,13,33,195
710748,81,2,1,9,3,1,1,31,14,3,4,4,8,195
710749,391,13,14,49,32,20,7,183,42,6,6,5,14,195
710750,286,5,24,15,20,9,5,152,28,6,6,3,13,195
710751,931,11,35,77,55,44,23,553,59,5,25,14,30,195
710752,383,2,18,27,39,14,13,202,42,2,6,3,15,195
710753,424,7,15,21,32,21,7,246,48,0,8,5,14,195
710754,277,3,20,21,13,19,6,126,33,0,14,6,16,195
710755,796,5,61,52,35,35,25,422,80,8,36,8,29,195
710756,480,4,41,62,23,18,12,236,46,1,9,11,17,195
710757,429,4,29,28,29,24,11,213,53,0,12,6,20,195
710758,233,7,7,10,10,5,8,135,32,5,3,4,7,195
710759,1103,19,63,65,81,57,13,624,63,13,23,23,59,195
710760,969,13,74,70,67,64,15,523,57,2,26,12,46,195
710761,716,15,33,55,79,44,13,373,20,12,26,9,37,195
710762,586,7,32,38,41,27,4,347,34,6,19,3,28,195
710763,730,11,48,28,64,43,9,437,15,11,22,16,26,195
710764,32,2,2,1,0,1,0,19,1,0,2,2,2,195
710765,639,3,56,74,44,34,8,345,27,3,20,10,15,195
710766,866,5,71,84,50,40,16,470,36,11,38,16,29,195
710767,872,3,54,110,35,72,11,477,46,6,19,7,32,195
710768,720,3,42,80,26,30,16,429,39,8,19,9,19,195
710769,391,3,19,44,20,27,7,226,17,3,13,2,10,195
710770,151,0,13,13,1,4,6,94,12,0,3,1,4,195
710771,549,6,22,78,33,12,17,297,49,0,15,0,20,195
710772,407,1,20,35,23,12,5,209,63,5,6,7,21,195
710773,553,5,31,54,15,21,12,320,38,17,12,1,27,195
710774,483,6,23,45,23,13,5,278,61,2,3,6,18,195
710775,172,3,9,23,8,7,3,101,3,0,4,8,3,195
710776,519,3,34,60,20,25,5,288,41,4,11,8,20,195
710777,681,10,34,114,24,15,9,361,48,4,15,16,31,195
710778,280,3,22,27,17,9,5,155,30,0,0,0,12,195
710779,144,1,6,13,6,0,3,82,13,1,5,1,13,195
710780,143,0,1,37,7,1,1,75,15,0,2,0,4,195
710781,327,4,14,48,12,11,4,143,63,2,8,2,16,195
710782,129,2,4,16,3,0,0,81,6,0,3,5,9,195
710783,51,2,0,6,5,0,0,17,8,5,3,0,5,195
710784,93,2,8,10,7,8,3,46,6,0,0,1,2,195
710785,794,8,50,74,42,40,7,464,33,5,29,13,29,195
710786,425,3,26,45,16,15,4,241,41,7,6,2,19,195
710787,95,0,3,13,9,4,3,34,23,0,4,0,2,195
710788,321,3,9,36,30,13,8,168,33,0,8,2,11,195
710789,311,5,9,26,4,9,1,196,48,2,4,0,7,195
710790,195,3,4,51,3,3,8,95,20,0,3,0,5,195
710791,583,6,47,43,19,15,3,346,53,1,10,17,23,195
710792,293,1,13,26,9,14,7,156,57,0,2,3,5,195
710793,339,5,11,67,14,17,5,170,27,0,1,7,15,195
710794,440,5,11,71,14,13,3,256,29,5,7,2,24,195
710795,473,8,29,51,34,13,4,260,36,4,9,6,19,195
710796,387,5,11,51,22,10,6,212,45,6,4,2,13,195
710797,319,1,18,52,14,10,7,164,30,1,3,4,15,195
710798,54,0,5,6,3,2,1,21,10,1,0,0,5,195
710799,522,8,26,52,21,21,10,270,54,1,13,4,42,195
710800,113,5,5,11,5,0,0,70,9,0,1,4,3,195
710801,570,4,21,52,19,29,16,329,45,0,24,9,22,195
710802,119,3,4,7,5,2,2,50,37,1,3,2,3,195
710803,111,1,5,26,0,0,2,66,9,0,0,1,1,195
710804,158,4,3,22,4,0,2,95,17,2,3,0,6,195
710805,311,3,2,36,18,7,2,186,42,2,2,4,7,195
710806,150,0,6,22,7,6,4,77,16,0,2,1,9,195
710807,415,5,18,67,19,27,12,197,43,2,11,5,9,195
710808,340,5,5,35,24,12,5,192,34,4,3,4,17,195
710809,179,1,4,20,5,8,1,110,15,0,2,5,8,195
710810,558,5,27,53,32,29,11,296,54,1,19,8,23,195
710811,398,1,6,34,37,18,10,206,49,7,9,5,16,195
710812,192,4,7,30,4,14,0,89,23,2,7,5,7,195
710813,438,5,19,49,20,5,4,241,37,8,12,21,17,195
710814,244,1,3,30,6,10,1,157,21,4,2,2,7,195
710815,425,3,8,81,16,10,7,214,53,1,16,3,13,195
710816,140,2,4,21,2,3,8,81,6,2,1,3,7,195
710817,52,0,7,3,2,3,2,12,20,0,0,0,3,195
710818,175,3,7,7,2,13,6,99,19,0,5,2,12,195
710819,22,0,0,4,3,1,0,11,0,0,2,1,0,195
711043,691,8,40,69,74,72,5,324,12,13,46,7,21,195
711045,882,20,50,74,70,68,13,443,25,18,55,15,31,195
711046,666,10,60,41,92,56,18,282,17,15,41,13,21,195
711047,737,9,64,44,81,63,15,333,20,17,48,18,25,195
711048,1012,13,82,64,69,82,16,528,26,18,52,14,48,195
711050,1096,14,94,112,101,98,32,493,29,22,48,11,42,195
711051,937,19,56,89,65,74,14,469,24,16,55,19,37,195
711052,1053,20,67,105,77,95,17,505,22,24,63,35,23,195
711053,900,7,72,83,81,90,20,448,21,13,28,10,27,195
711054,888,9,77,72,95,78,31,397,21,14,42,26,26,195
711055,1043,9,54,80,78,114,24,512,15,28,73,16,40,195
711056,1187,19,70,80,71,104,35,605,30,32,78,26,37,195
711057,870,12,69,53,50,71,19,447,22,28,32,24,43,195
711058,1118,18,92,82,93,102,28,532,18,28,60,20,45,195
711059,1073,11,83,66,101,97,33,526,27,35,43,16,35,195
711060,1010,11,71,86,77,100,21,471,28,31,51,18,45,195
711061,1108,12,69,100,91,116,26,518,23,32,62,24,35,195
711062,1101,23,72,79,94,99,17,523,25,28,80,16,45,195
711063,938,13,54,69,72,92,21,461,22,29,45,25,35,195
711064,645,9,44,37,46,53,14,324,24,11,45,18,20,195
711065,1034,16,72,91,107,86,17,473,26,16,55,22,53,195
711066,1062,7,55,79,78,102,26,533,23,22,74,26,37,195
711067,683,7,33,17,15,33,9,464,25,16,22,5,37,195
711074,618,8,40,49,75,81,7,254,6,15,29,22,32,195
711075,1003,18,70,88,106,110,15,428,10,19,75,31,33,195
711076,1250,25,133,81,143,163,20,455,12,33,103,27,55,195
711077,1097,19,80,62,130,133,22,487,10,31,55,22,46,195
711078,1179,19,96,107,149,154,26,430,19,24,72,36,47,195
711079,633,8,43,42,36,57,5,310,10,27,45,17,33,195
710001,863,12,51,80,49,55,11,458,29,23,38,18,39,196
710002,689,3,34,63,45,59,5,381,26,2,22,23,26,196
710003,668,7,45,60,35,37,13,380,37,3,15,7,29,196
710004,680,13,30,49,39,52,9,387,30,8,25,12,26,196
710005,467,2,13,48,51,27,6,257,19,6,21,1,16,196
710006,366,2,25,36,15,24,14,188,24,1,17,6,14,196
710007,814,6,28,90,50,55,15,458,37,8,30,8,29,196
710008,763,2,31,69,35,37,12,456,47,4,32,14,24,196
710009,146,2,1,19,8,3,0,78,20,0,4,1,10,196
710010,88,1,0,8,6,5,3,50,4,3,2,1,5,196
710011,824,9,35,61,33,53,10,482,59,6,23,16,37,196
710012,467,5,26,51,16,21,4,260,31,2,16,3,32,196
710013,437,2,20,32,45,20,13,247,32,2,6,1,17,196
710014,166,3,3,7,8,4,5,101,18,0,3,1,13,196
710015,617,2,26,50,20,41,10,370,47,1,26,1,23,196
710016,296,4,12,29,12,7,10,184,18,3,6,1,10,196
710017,587,9,31,80,32,19,13,327,42,1,16,4,13,196
710018,391,1,29,23,36,8,8,206,46,0,3,2,29,196
710019,400,9,26,30,17,24,9,184,63,0,8,7,23,196
710020,281,4,16,16,12,12,4,162,33,5,3,3,11,196
710021,223,1,4,26,25,5,3,126,22,0,3,0,8,196
710022,400,2,12,41,17,13,10,241,23,3,19,2,17,196
710023,290,8,14,51,11,19,6,140,16,3,11,4,7,196
710024,241,17,9,23,26,16,5,96,30,5,2,0,12,196
710025,291,7,17,8,12,10,8,185,23,1,4,0,16,196
710026,147,1,7,15,3,7,5,75,14,0,6,0,14,196
710027,405,1,16,38,27,36,9,209,26,5,23,2,13,196
710028,514,3,14,51,34,27,10,294,33,3,19,10,16,196
710029,470,6,29,43,32,15,7,272,26,1,12,6,21,196
710030,643,10,32,59,22,26,11,387,40,5,20,3,28,196
710031,247,5,10,20,3,13,2,123,41,1,3,4,22,196
710032,403,8,7,48,16,22,6,208,48,1,6,4,29,196
710033,764,5,60,48,32,40,14,444,46,10,27,4,34,196
710034,332,2,8,22,6,7,5,212,40,14,7,0,9,196
710035,799,5,34,66,19,21,9,501,61,5,37,8,33,196
710263,202,5,10,13,3,5,1,105,32,1,8,4,15,196
710266,158,1,1,23,7,5,8,84,20,2,1,0,6,196
710274,142,3,2,16,2,5,3,80,19,0,4,3,5,196
710280,474,5,24,50,31,14,6,261,38,1,12,7,25,196
710281,80,1,1,9,9,0,4,37,6,1,2,1,9,196
710282,341,6,19,44,22,20,9,168,29,2,9,6,7,196
710283,158,5,5,19,9,0,5,86,22,0,1,2,4,196
710284,58,2,3,3,4,0,2,29,6,0,3,3,3,196
710285,269,8,8,67,7,17,5,106,28,0,2,4,17,196
710287,124,2,4,13,12,5,3,46,19,1,5,4,10,196
710289,125,6,4,4,8,3,1,53,29,0,2,6,9,196
710290,109,2,7,7,5,3,0,61,15,1,1,3,4,196
710291,62,2,3,5,13,1,0,27,7,0,0,0,4,196
710298,476,3,20,42,26,14,11,296,30,4,11,5,14,196
710299,327,3,16,35,9,28,7,166,40,0,11,5,7,196
710300,153,1,14,7,2,4,3,92,14,0,3,3,10,196
710301,219,9,14,10,12,10,3,124,21,0,6,2,8,196
710302,173,4,5,14,13,12,2,97,11,0,5,1,9,196
710303,81,0,3,6,4,3,1,46,9,0,4,2,3,196
710310,219,3,17,26,7,6,5,93,41,0,3,0,18,196
710311,288,5,28,45,16,7,7,132,37,0,2,0,9,196
710312,264,6,19,30,12,9,8,131,28,3,4,2,12,196
710313,105,0,3,12,12,3,5,40,20,0,1,1,8,196
710314,161,1,6,24,8,4,3,82,13,1,3,3,13,196
710315,101,0,6,24,2,1,4,49,4,2,2,1,6,196
710316,214,6,10,30,15,4,8,95,30,0,3,0,13,196
710317,165,1,5,43,6,15,3,49,14,0,15,1,13,196
710318,731,8,29,86,27,30,10,469,22,5,15,7,23,196
710319,806,13,25,74,38,20,8,513,28,7,32,17,31,196
710320,329,2,21,38,18,11,4,182,23,1,4,8,17,196
710321,221,1,5,33,7,7,6,103,42,0,2,3,12,196
710322,805,5,62,115,49,44,14,397,56,11,16,12,24,196
710323,632,2,53,82,30,23,9,328,47,1,19,13,25,196
710324,556,5,43,68,25,21,15,285,37,8,13,13,23,196
710325,182,2,9,18,9,4,9,89,27,0,5,3,7,196
710326,222,3,3,35,11,1,3,121,26,1,3,5,10,196
710327,683,5,20,61,23,55,21,340,74,3,30,20,31,196
710328,354,4,13,20,14,4,6,189,76,3,6,5,14,196
710329,308,3,14,59,6,29,8,116,35,3,8,4,23,196
710330,295,1,5,38,12,13,3,157,40,0,9,5,12,196
710331,132,2,9,24,1,3,1,60,16,0,4,8,4,196
710332,184,6,13,27,17,5,6,68,24,1,1,3,13,196
710333,330,3,22,31,19,7,11,167,38,0,4,10,18,196
710334,82,2,2,27,2,0,1,37,11,0,0,0,0,196
710335,205,5,2,31,11,8,5,113,18,0,8,1,3,196
710336,187,4,4,34,10,9,0,79,26,1,10,2,8,196
710337,241,1,8,37,6,11,4,123,21,2,4,0,24,196
710338,121,0,1,17,7,3,3,58,22,0,4,1,5,196
710339,495,8,21,42,46,23,12,258,38,0,21,2,24,196
710340,564,10,31,66,39,28,7,275,25,20,30,14,19,196
710341,915,12,59,92,60,93,18,431,30,20,38,30,32,196
710342,422,9,40,43,29,33,5,206,14,7,14,13,9,196
710343,789,9,53,75,64,64,7,369,44,21,35,25,23,196
710344,746,6,53,94,51,49,9,351,25,9,41,31,27,196
710345,987,12,89,112,59,65,13,467,47,15,48,29,31,196
710346,858,10,83,98,52,61,14,416,34,8,36,20,26,196
710347,1042,11,90,106,48,76,16,532,37,13,48,19,46,196
710348,774,13,42,70,52,59,9,396,31,9,31,16,46,196
710349,659,14,51,72,38,39,9,332,45,5,17,11,26,196
710350,671,7,35,123,38,26,13,335,53,1,13,6,21,196
710351,190,3,7,35,11,8,4,96,10,4,2,0,10,196
710352,427,10,39,42,19,28,7,226,26,3,12,5,10,196
710353,461,20,30,63,25,29,7,223,26,0,8,13,17,196
710354,275,10,20,18,11,17,3,148,20,1,5,4,18,196
710355,311,4,35,19,16,14,4,158,33,0,10,2,16,196
710356,226,2,4,29,6,8,4,98,30,5,10,7,23,196
710357,225,11,20,14,6,13,3,97,39,1,5,7,9,196
710358,249,2,14,31,14,14,3,120,23,0,7,3,18,196
710359,114,2,6,8,5,4,5,61,14,0,1,2,6,196
710360,231,5,12,28,11,15,3,110,19,6,11,6,5,196
710361,374,10,13,33,16,23,5,200,31,1,12,10,20,196
710362,285,2,20,56,16,17,1,123,21,0,5,2,22,196
710363,540,15,26,51,36,31,11,249,77,2,9,8,25,196
710364,294,2,20,39,11,16,7,133,47,3,3,2,11,196
710365,265,16,15,23,14,19,1,126,25,1,7,2,16,196
710366,94,1,7,7,2,3,0,55,9,2,1,3,4,196
710367,83,2,3,12,2,11,2,33,17,0,0,0,1,196
710368,438,3,14,76,20,18,8,209,60,2,7,3,18,196
710369,138,2,6,20,7,6,6,41,33,0,2,0,15,196
710370,248,5,14,32,9,16,3,127,30,0,1,3,8,196
710371,133,2,1,9,2,6,5,65,26,3,5,0,9,196
710372,75,8,1,15,1,5,1,33,1,2,0,2,6,196
710373,194,10,5,18,14,7,1,88,29,3,6,2,11,196
710374,68,5,3,7,7,3,0,26,6,0,3,3,5,196
710375,119,5,5,14,9,2,3,45,21,2,1,6,6,196
710376,176,1,7,31,1,7,2,107,12,0,1,1,6,196
710377,545,6,66,82,27,45,14,206,55,1,15,11,17,196
710378,385,6,29,27,21,10,7,216,29,3,8,2,27,196
710379,184,4,7,14,7,15,2,109,20,0,1,1,4,196
710380,253,3,18,35,10,12,3,131,23,0,6,4,8,196
710381,145,1,6,6,2,10,1,73,23,4,2,4,13,196
710382,74,2,1,9,1,3,0,48,9,0,0,0,1,196
710383,647,6,55,71,39,27,14,283,80,12,18,7,35,196
710384,811,17,50,99,48,66,16,362,72,6,33,7,35,196
710385,126,4,9,13,5,3,2,57,15,0,6,0,12,196
710386,62,2,0,5,14,4,1,25,3,0,0,3,5,196
710387,309,3,19,41,14,11,9,165,30,0,11,2,4,196
710388,88,2,1,10,6,2,2,36,14,0,2,1,12,196
710389,189,7,9,20,17,3,5,79,24,2,3,6,14,196
710390,309,4,12,21,12,22,7,126,48,2,18,23,14,196
710391,150,6,2,17,15,7,1,55,22,1,3,7,14,196
710392,99,0,12,21,6,9,0,27,10,2,4,1,7,196
710393,255,2,16,18,13,14,2,144,25,1,8,1,11,196
710394,378,3,14,60,13,28,12,151,65,4,6,5,17,196
710395,48,5,4,4,1,1,0,24,3,0,1,0,5,196
710396,28,2,1,2,1,2,0,15,0,0,0,1,4,196
710403,250,7,8,23,10,21,12,117,32,1,9,0,10,196
710404,132,3,13,8,4,5,4,71,13,0,4,2,5,196
710411,363,4,17,41,7,25,11,181,44,2,8,0,23,196
710412,65,0,0,11,2,2,0,29,11,0,1,0,9,196
710420,517,8,35,41,22,27,8,260,73,2,23,1,17,196
710421,104,5,4,5,8,6,2,49,12,0,2,1,10,196
710433,172,1,1,17,10,6,8,88,16,0,8,1,16,196
710563,375,7,10,39,18,16,9,180,54,2,15,6,19,196
710564,98,1,2,7,5,6,3,53,18,0,0,0,3,196
710565,230,6,5,20,20,31,8,74,24,2,16,3,21,196
710567,254,3,13,27,7,11,3,140,18,1,16,1,14,196
710569,282,4,14,22,10,14,2,131,54,0,12,2,17,196
710570,299,4,11,31,6,9,4,186,26,0,10,2,10,196
710571,340,6,27,27,11,12,7,162,45,5,13,3,22,196
710572,304,5,12,19,7,16,4,143,47,0,19,2,30,196
710573,211,1,12,32,7,11,0,91,36,0,6,4,11,196
710574,123,4,1,9,5,8,4,54,27,0,3,0,8,196
710575,263,9,14,27,9,10,10,135,33,0,5,2,9,196
710576,222,6,11,23,14,8,0,114,29,0,5,4,8,196
710578,252,1,21,16,9,21,3,143,17,2,6,4,9,196
710579,45,0,1,7,2,0,2,19,4,0,2,2,6,196
710582,343,10,21,27,9,11,6,166,58,2,17,1,15,196
710583,202,4,10,23,11,8,3,98,20,1,5,1,18,196
710584,661,9,25,55,23,32,21,377,66,2,23,4,24,196
710585,83,1,2,5,1,8,1,35,19,0,1,1,9,196
710587,360,5,21,32,21,20,4,167,47,0,10,2,31,196
710588,50,0,0,5,2,0,0,20,20,1,0,0,2,196
710589,240,2,5,14,7,12,7,153,14,0,9,0,17,196
710590,240,8,12,12,8,11,4,127,36,1,1,7,13,196
710593,261,3,7,27,3,5,8,148,31,0,13,1,15,196
710594,41,1,1,4,2,5,2,11,10,0,0,0,5,196
710595,101,4,4,14,6,4,0,45,18,0,0,1,5,196
710596,462,6,46,37,21,33,6,185,90,3,9,4,22,196
710597,139,2,7,2,2,4,3,54,38,0,2,2,23,196
710820,1036,12,89,70,67,48,13,601,21,6,33,29,47,196
710821,1037,6,65,81,88,38,9,608,32,8,36,17,49,196
710822,959,11,56,65,48,55,12,581,29,10,25,20,47,196
710823,1091,10,72,72,77,57,13,636,44,9,34,15,52,196
710824,929,4,56,73,64,37,8,561,34,5,34,13,40,196
710825,846,11,46,54,51,31,21,514,28,5,25,14,46,196
710826,490,3,31,35,20,20,5,287,32,5,18,18,16,196
710827,813,5,54,66,39,34,9,489,50,7,22,8,30,196
710828,131,2,20,11,12,13,1,55,2,0,9,1,5,196
710829,230,6,4,17,9,13,3,123,26,4,7,5,13,196
710830,278,7,17,18,16,4,15,130,27,1,17,1,25,196
710831,609,7,24,37,41,31,15,355,58,0,12,4,25,196
710832,209,1,8,16,7,8,2,120,27,0,4,2,14,196
710833,76,3,0,9,4,6,2,37,6,0,1,1,7,196
710834,337,3,17,26,29,16,0,179,43,1,4,5,14,196
710835,464,6,10,37,52,24,10,236,43,8,13,1,24,196
710836,362,7,16,18,24,8,7,220,32,0,6,0,24,196
710837,68,3,6,4,4,3,0,29,5,0,3,0,11,196
710838,228,9,11,10,11,5,2,155,12,0,4,0,9,196
710839,306,3,19,33,24,18,6,134,44,0,7,2,16,196
710840,434,6,26,28,23,20,4,254,42,2,10,1,18,196
710841,548,14,23,54,45,25,7,315,20,3,13,4,25,196
710842,398,7,11,36,25,32,8,212,36,5,11,5,10,196
710843,408,12,34,32,38,16,6,182,54,0,7,7,20,196
710844,515,4,37,51,35,36,13,244,60,4,10,3,18,196
710845,460,3,27,40,18,15,14,264,46,2,9,2,20,196
710846,81,5,1,3,3,3,3,28,12,0,5,1,17,196
710847,426,2,15,44,19,24,2,266,21,1,12,4,16,196
710848,424,5,10,32,17,29,4,252,22,5,23,8,17,196
710849,407,4,15,31,15,15,14,225,39,0,18,11,20,196
710850,255,8,18,10,15,6,6,150,26,1,1,2,12,196
710851,165,4,8,8,3,17,3,73,34,0,7,2,6,196
710852,113,2,1,9,9,7,8,64,9,0,0,0,4,196
710853,695,13,38,56,29,29,12,423,30,1,20,13,31,196
710854,322,3,20,25,7,6,3,186,24,1,11,7,29,196
710855,200,5,6,11,20,14,4,107,15,1,7,0,10,196
710856,252,9,21,17,9,8,4,153,17,2,4,0,8,196
710857,343,21,15,25,13,19,5,189,35,1,6,5,9,196
710858,250,8,13,29,9,11,5,102,35,0,5,11,22,196
710859,297,5,12,11,12,4,3,192,26,0,7,10,15,196
710860,159,6,1,6,3,9,0,87,26,0,8,3,10,196
710861,41,1,0,2,3,4,0,20,3,0,4,0,4,196
711102,324,4,21,53,19,13,6,164,17,4,5,3,15,196
710174,333,2,23,22,26,16,2,138,39,4,4,8,49,197
710175,119,9,2,10,31,0,1,37,5,2,1,0,21,197
710176,192,2,7,17,4,9,3,91,40,1,3,4,11,197
710177,351,4,17,19,21,7,10,198,29,0,3,6,37,197
710178,180,1,5,32,14,1,3,85,18,0,0,4,17,197
710180,499,3,27,68,18,30,11,229,49,1,26,6,31,197
710181,447,9,17,51,27,21,5,221,47,0,12,9,28,197
710182,915,7,44,64,50,33,15,567,67,10,15,11,32,197
710183,701,5,41,50,42,44,14,401,42,6,19,9,28,197
710184,695,9,48,99,39,22,9,397,35,6,8,7,16,197
710185,688,1,38,86,27,23,11,408,33,2,27,3,29,197
710186,365,1,26,32,20,25,2,204,21,1,11,6,16,197
710187,413,7,26,54,10,9,6,240,22,1,3,9,26,197
710188,52,0,1,2,2,2,1,28,7,4,1,1,3,197
710189,483,3,25,47,28,42,14,238,37,3,10,18,18,197
710190,155,3,6,11,7,18,5,63,20,1,3,7,11,197
710191,533,8,30,57,27,11,11,283,47,1,7,8,43,197
710192,48,2,6,6,3,2,1,18,3,0,1,1,5,197
710193,892,6,56,64,31,50,17,511,77,2,38,9,31,197
710194,480,8,23,44,26,18,6,251,34,3,15,20,32,197
710196,352,13,11,49,31,12,5,149,37,2,12,6,25,197
710197,120,2,3,18,6,4,2,57,18,1,2,1,6,197
710198,312,1,18,58,14,4,4,151,27,6,2,4,23,197
710199,269,3,6,79,21,0,1,135,9,1,4,3,7,197
710200,284,3,8,40,7,22,0,114,53,6,10,2,19,197
710201,54,1,1,5,2,2,0,28,14,0,0,0,1,197
710202,221,1,5,21,11,16,3,114,31,0,3,5,11,197
710203,108,1,1,24,12,11,2,36,4,3,5,1,8,197
710204,510,8,20,81,17,24,4,217,50,3,26,7,53,197
710205,189,3,5,27,9,18,2,91,13,0,4,4,13,197
710206,212,0,27,16,10,22,3,96,18,2,3,10,5,197
710207,470,3,12,88,9,33,6,228,33,4,13,24,17,197
710208,116,2,9,12,6,2,0,51,14,0,3,1,16,197
710209,101,0,3,12,14,1,3,46,6,0,3,1,12,197
710210,237,3,8,30,12,17,2,120,26,0,1,6,12,197
710211,358,3,19,42,13,7,10,211,23,1,5,2,22,197
710212,1001,8,40,114,65,51,16,550,34,7,39,13,64,197
710213,199,2,9,23,16,4,3,117,10,0,2,1,12,197
710214,90,0,8,9,5,7,2,43,7,0,5,0,4,197
710215,229,1,10,46,9,5,1,112,16,2,7,4,16,197
710216,261,1,8,27,15,5,4,154,22,1,5,2,17,197
710217,614,4,33,120,22,24,13,312,37,1,13,12,23,197
710218,508,3,41,61,14,24,3,301,18,0,14,8,21,197
710219,64,0,1,18,2,1,2,37,2,0,0,0,1,197
710220,421,5,12,58,23,43,9,197,38,2,4,9,21,197
710221,188,3,10,16,7,7,17,96,16,1,2,2,11,197
710222,240,2,9,16,19,19,4,124,30,1,8,2,6,197
710223,207,5,8,20,24,2,3,95,21,2,10,6,11,197
710224,112,3,0,15,5,1,0,49,23,0,1,1,14,197
710225,238,0,6,25,5,23,5,131,32,0,4,0,7,197
710226,544,6,34,36,44,30,9,290,28,3,21,15,28,197
710227,681,4,47,52,44,34,14,379,42,1,13,23,28,197
710228,253,1,9,44,7,12,6,107,46,0,2,7,12,197
710229,85,2,5,8,8,2,2,41,8,0,0,4,5,197
710264,371,4,9,41,23,34,14,175,27,4,12,6,22,197
710265,95,1,3,9,4,1,1,52,9,2,3,4,6,197
710267,95,2,13,14,3,6,3,34,6,1,5,1,7,197
710268,238,0,13,27,7,11,3,110,40,1,5,7,14,197
710269,414,1,11,37,18,11,8,228,35,1,18,8,38,197
710270,116,1,3,13,6,9,1,61,12,1,0,2,7,197
710271,87,1,5,13,5,4,0,48,5,0,0,0,6,197
710272,184,5,3,19,6,22,5,93,18,0,2,4,7,197
710273,151,3,5,21,9,8,3,68,9,1,8,2,14,197
710275,83,1,2,17,2,11,0,34,7,2,1,1,5,197
710276,542,4,13,50,29,11,5,339,28,6,17,8,32,197
710277,243,2,17,17,14,5,2,140,26,5,1,0,14,197
710278,349,1,35,43,6,13,6,176,30,1,5,9,24,197
710279,55,2,5,11,2,0,2,20,3,0,2,0,8,197
710286,124,2,5,16,11,10,0,56,13,1,2,3,5,197
710288,186,0,14,17,7,17,7,88,13,2,6,4,11,197
710292,106,0,8,3,9,2,2,55,7,6,0,0,14,197
710293,49,0,0,8,5,5,1,18,7,0,1,0,4,197
710294,50,1,2,2,2,2,0,32,7,0,0,0,2,197
710295,195,4,12,15,14,22,3,82,15,3,13,2,10,197
710296,290,3,13,39,10,7,3,159,36,0,5,4,11,197
710297,89,0,4,7,6,6,0,43,10,0,1,3,9,197
710304,90,0,4,15,5,2,1,52,4,1,4,0,2,197
710305,193,2,11,16,4,9,0,118,22,0,3,1,7,197
710306,148,1,7,19,7,5,5,76,18,0,2,2,6,197
